,PM2.5,PM10,NO2,SO2,NH3,CO,Ozone,SO2i,NOi,PM25i,PM10i,Ozonei,NH3i,COi,AQI,AQI_Range
54,47.17,97.24,14.11,5.37,6.16,0.96,31.01,6.7125,17.6375,78.61666666666667,121.55,31.01,1.54,48.0,121.55,Moderately Polluted
55,48.15,111.98,15.02,5.68,6.12,1.18,30.45,7.1,18.775,80.25,131.98000000000002,30.45,1.53,59.0,131.98000000000002,Moderately Polluted
56,60.52,127.68,14.24,6.23,5.31,1.38,26.81,7.7875000000000005,17.8,101.73333333333335,147.68,26.81,1.3275,69.0,147.68,Moderately Polluted
57,63.92,105.9,20.08,14.99,5.02,1.49,26.71,18.7375,25.099999999999998,113.06666666666668,125.9,26.71,1.255,74.5,125.9,Moderately Polluted
58,56.24,134.52,21.17,10.43,4.87,1.29,20.27,13.0375,26.4625,93.73333333333335,154.52,20.27,1.2175,64.5,154.52,Moderately Polluted
59,40.64,92.17,18.17,12.22,5.33,1.04,22.74,15.275,22.712500000000002,67.73333333333333,115.2125,22.74,1.3325,52.0,115.2125,Moderately Polluted
60,34.94,81.69,23.18,11.11,5.72,0.94,22.25,13.8875,28.975,58.233333333333334,102.1125,22.25,1.43,47.0,102.1125,Moderately Polluted
61,28.87,78.15,14.31,9.43,5.51,1.0,21.09,11.7875,17.8875,48.11666666666667,97.6875,21.09,1.3775,50.0,97.6875,Satisfactory
62,41.32,90.9,17.98,10.53,7.6,1.04,19.89,13.1625,22.475,68.86666666666667,113.625,19.89,1.9,52.0,113.625,Moderately Polluted
63,28.64,74.96,11.82,22.3,10.6,0.69,23.56,27.875,14.775,47.733333333333334,93.69999999999999,23.56,2.65,34.5,93.69999999999999,Satisfactory
64,32.4,80.9,8.68,12.6,11.43,0.56,24.18,15.75,10.85,54.0,101.125,24.18,2.8575,28.000000000000004,101.125,Moderately Polluted
65,25.43,73.12,6.84,6.54,9.21,0.56,23.22,8.175,8.55,42.38333333333333,91.4,23.22,2.3025,28.000000000000004,91.4,Satisfactory
66,34.04,78.58,13.01,5.06,8.04,0.8,25.99,6.324999999999999,16.2625,56.733333333333334,98.225,25.99,2.01,40.0,98.225,Satisfactory
67,33.05,74.62,12.82,6.02,7.52,0.86,33.12,7.5249999999999995,16.025,55.08333333333333,93.275,33.12,1.88,43.0,93.275,Satisfactory
68,29.55,65.68,7.2,7.28,9.63,0.72,34.3,9.1,9.0,49.25,82.10000000000001,34.3,2.4075,36.0,82.10000000000001,Satisfactory
69,36.33,74.79,7.08,12.63,9.93,0.66,22.97,15.787500000000001,8.85,60.55,93.48750000000001,22.97,2.4825,33.0,93.48750000000001,Satisfactory
70,23.16,67.05,6.47,9.28,9.71,0.63,25.75,11.6,8.0875,38.6,83.8125,25.75,2.4275,31.5,83.8125,Satisfactory
71,24.04,75.62,7.59,12.93,8.73,0.76,22.18,16.1625,9.4875,40.06666666666667,94.525,22.18,2.1825,38.0,94.525,Satisfactory
72,31.36,90.7,7.15,9.61,9.39,0.75,18.85,12.0125,8.9375,52.266666666666666,113.375,18.85,2.3475,37.5,113.375,Moderately Polluted
73,26.39,85.61,6.9,5.37,8.68,0.81,30.21,6.7125,8.625,43.983333333333334,107.0125,30.21,2.17,40.5,107.0125,Moderately Polluted
74,24.86,89.08,7.89,6.02,8.27,0.91,35.42,7.5249999999999995,9.8625,41.43333333333334,111.35,35.42,2.0675,45.5,111.35,Moderately Polluted
75,26.53,74.55,9.51,6.94,8.62,0.97,21.33,8.675,11.8875,44.21666666666667,93.1875,21.33,2.155,48.5,93.1875,Satisfactory
76,34.53,96.21,10.88,7.68,8.41,1.21,26.92,9.6,13.6,57.550000000000004,120.26249999999999,26.92,2.1025,60.5,120.26249999999999,Moderately Polluted
77,35.02,90.88,11.11,12.59,8.48,1.19,24.05,15.7375,13.8875,58.366666666666674,113.6,24.05,2.12,59.5,113.6,Moderately Polluted
78,48.53,103.51,11.65,19.85,7.58,1.18,23.32,24.8125,14.5625,80.88333333333334,123.51,23.32,1.895,59.0,123.51,Moderately Polluted
79,32.21,75.3,8.57,22.52,9.95,1.02,16.6,28.15,10.7125,53.68333333333334,94.125,16.6,2.4875,51.0,94.125,Satisfactory
80,34.83,83.85,7.26,14.9,10.05,1.02,14.16,18.625,9.075,58.05,104.8125,14.16,2.5125,51.0,104.8125,Moderately Polluted
81,35.62,87.9,5.44,12.71,10.24,0.95,14.84,15.887500000000001,6.8,59.36666666666666,109.875,14.84,2.56,47.5,109.875,Moderately Polluted
82,33.79,79.14,6.5,6.89,11.04,0.93,28.01,8.612499999999999,8.125,56.31666666666666,98.925,28.01,2.76,46.5,98.925,Satisfactory
83,27.19,72.95,4.5,6.09,11.92,0.8,28.97,7.6125,5.625,45.31666666666667,91.1875,28.97,2.98,40.0,91.1875,Satisfactory
84,25.87,73.32,4.93,5.08,12.26,0.8,20.65,6.35,6.1625,43.11666666666667,91.64999999999999,20.65,3.065,40.0,91.64999999999999,Satisfactory
85,26.38,74.48,4.78,4.29,12.77,0.73,19.57,5.3625,5.975,43.96666666666667,93.10000000000001,19.57,3.1925,36.5,93.10000000000001,Satisfactory
86,17.95,28.98,4.26,3.35,12.03,0.67,15.78,4.1875,5.325,29.916666666666668,36.225,15.78,3.0075,33.5,36.225,Good
87,28.86,52.77,5.62,3.79,12.39,0.68,14.25,4.7375,7.025,48.1,65.9625,14.25,3.0975,34.0,65.9625,Satisfactory
88,25.32,54.31,6.38,4.12,10.91,0.72,20.85,5.15,7.975,42.2,67.8875,20.85,2.7275,36.0,67.8875,Satisfactory
89,30.16,57.14,6.71,4.5,9.93,0.73,16.15,5.625,8.3875,50.266666666666666,71.425,16.15,2.4825,36.5,71.425,Satisfactory
90,37.32,73.15,5.56,7.69,10.08,0.73,23.33,9.6125,6.95,62.2,91.4375,23.33,2.52,36.5,91.4375,Satisfactory
91,29.1,72.16,4.89,5.88,10.22,0.66,18.56,7.35,6.112499999999999,48.50000000000001,90.19999999999999,18.56,2.555,33.0,90.19999999999999,Satisfactory
92,24.77,63.15,5.88,4.72,9.58,0.71,19.44,5.8999999999999995,7.35,41.28333333333333,78.9375,19.44,2.395,35.5,78.9375,Satisfactory
93,29.82,62.22,6.82,4.76,9.03,0.81,16.91,5.949999999999999,8.525,49.7,77.775,16.91,2.2575,40.5,77.775,Satisfactory
94,29.31,60.23,6.34,4.72,9.18,0.8,20.68,5.8999999999999995,7.925,48.85,75.2875,20.68,2.295,40.0,75.2875,Satisfactory
95,29.33,60.08,7.21,5.55,9.33,0.87,20.67,6.9375,9.0125,48.88333333333333,75.1,20.67,2.3325,43.5,75.1,Satisfactory
96,36.23,72.45,6.54,6.91,9.15,0.9,24.12,8.6375,8.175,60.383333333333326,90.5625,24.12,2.2875,45.0,90.5625,Satisfactory
97,31.54,78.47,4.5,8.12,9.24,0.8,19.33,10.149999999999999,5.625,52.56666666666666,98.0875,19.33,2.31,40.0,98.0875,Satisfactory
98,33.56,90.78,4.23,6.63,9.61,0.79,21.24,8.2875,5.2875000000000005,55.93333333333334,113.475,21.24,2.4025,39.5,113.475,Moderately Polluted
99,29.43,76.44,4.96,6.84,9.18,0.8,20.77,8.55,6.2,49.050000000000004,95.55,20.77,2.295,40.0,95.55,Satisfactory
100,26.3,66.96,4.48,7.4,9.2,0.82,24.97,9.25,5.6000000000000005,43.833333333333336,83.69999999999999,24.97,2.3,41.0,83.69999999999999,Satisfactory
101,26.36,63.21,4.63,5.67,8.89,0.83,16.22,7.0875,5.7875,43.93333333333334,79.0125,16.22,2.2225,41.5,79.0125,Satisfactory
102,24.95,61.98,3.51,6.1,9.36,0.83,22.47,7.625,4.3875,41.583333333333336,77.475,22.47,2.34,41.5,77.475,Satisfactory
103,22.24,54.44,4.31,5.87,9.58,0.86,23.29,7.3375,5.387499999999999,37.06666666666666,68.05,23.29,2.395,43.0,68.05,Satisfactory
104,25.63,57.88,3.77,5.38,9.32,0.86,21.13,6.725,4.7125,42.71666666666667,72.35,21.13,2.33,43.0,72.35,Satisfactory
105,24.09,58.82,3.96,5.28,8.32,0.87,24.16,6.6000000000000005,4.95,40.15,73.525,24.16,2.08,43.5,73.525,Satisfactory
106,33.89,74.27,4.05,7.37,9.25,0.88,23.86,9.2125,5.0625,56.483333333333334,92.83749999999999,23.86,2.3125,44.0,92.83749999999999,Satisfactory
107,25.41,73.27,3.83,6.31,8.4,0.84,19.42,7.887499999999999,4.7875,42.35,91.58749999999999,19.42,2.1,42.0,91.58749999999999,Satisfactory
108,20.82,62.14,2.9,6.84,9.0,0.81,24.8,8.55,3.625,34.7,77.675,24.8,2.25,40.5,77.675,Satisfactory
109,17.03,52.58,2.55,7.49,9.82,0.77,23.09,9.3625,3.1874999999999996,28.383333333333336,65.725,23.09,2.455,38.5,65.725,Satisfactory
110,21.39,54.42,3.2,7.95,9.07,0.8,21.97,9.9375,4.0,35.650000000000006,68.025,21.97,2.2675,40.0,68.025,Satisfactory
111,21.02,63.49,2.4,5.18,8.96,0.77,22.75,6.475,3.0,35.03333333333333,79.36250000000001,22.75,2.24,38.5,79.36250000000001,Satisfactory
112,23.35,72.59,2.53,5.76,8.62,0.77,23.11,7.199999999999999,3.1624999999999996,38.91666666666667,90.73750000000001,23.11,2.155,38.5,90.73750000000001,Satisfactory
113,22.69,73.77,2.09,6.91,8.75,0.74,26.54,8.6375,2.6125,37.81666666666667,92.21249999999999,26.54,2.1875,37.0,92.21249999999999,Satisfactory
114,20.04,60.16,2.32,6.24,11.1,0.69,26.79,7.800000000000001,2.8999999999999995,33.4,75.19999999999999,26.79,2.775,34.5,75.19999999999999,Satisfactory
115,19.13,68.77,2.67,5.92,12.03,0.68,25.32,7.4,3.3375,31.883333333333333,85.96249999999999,25.32,3.0075,34.0,85.96249999999999,Satisfactory
116,18.54,63.94,2.25,5.13,13.74,0.65,25.55,6.4125,2.8125,30.9,79.925,25.55,3.435,32.5,79.925,Satisfactory
117,21.06,64.35,3.86,7.4,14.25,0.71,23.98,9.25,4.825,35.1,80.4375,23.98,3.5625,35.5,80.4375,Satisfactory
118,25.13,82.35,3.12,7.56,14.35,0.7,27.84,9.45,3.9,41.88333333333333,102.9375,27.84,3.5875,35.0,102.9375,Moderately Polluted
119,22.61,66.39,3.33,7.22,15.43,0.72,28.08,9.025,4.1625,37.68333333333334,82.9875,28.08,3.8575,36.0,82.9875,Satisfactory
120,21.1,65.24,2.81,7.9,14.16,0.72,30.91,9.875,3.5125,35.16666666666667,81.55,30.91,3.54,36.0,81.55,Satisfactory
121,25.45,87.96,2.77,8.26,13.6,0.71,28.3,10.325,3.4625,42.416666666666664,109.94999999999999,28.3,3.4,35.5,109.94999999999999,Moderately Polluted
122,17.67,50.36,2.51,8.13,13.33,0.68,27.66,10.162500000000001,3.1374999999999997,29.450000000000003,62.95,27.66,3.3325,34.0,62.95,Satisfactory
123,17.95,54.8,2.07,6.53,14.15,0.66,26.33,8.1625,2.5874999999999995,29.916666666666668,68.5,26.33,3.5375,33.0,68.5,Satisfactory
124,15.69,59.97,1.9,5.93,12.54,0.64,28.47,7.4125,2.375,26.15,74.9625,28.47,3.135,32.0,74.9625,Satisfactory
125,24.22,108.79,2.73,5.84,13.26,0.66,31.05,7.3,3.4125,40.36666666666667,128.79000000000002,31.05,3.315,33.0,128.79000000000002,Moderately Polluted
126,23.47,80.34,2.04,6.35,12.74,0.64,29.33,7.9375,2.55,39.11666666666667,100.42500000000001,29.33,3.185,32.0,100.42500000000001,Moderately Polluted
127,22.51,54.56,2.41,6.99,13.43,0.66,31.31,8.7375,3.0125,37.51666666666667,68.2,31.31,3.3575,33.0,68.2,Satisfactory
128,23.89,50.45,2.3,8.79,12.45,0.66,26.94,10.987499999999999,2.8749999999999996,39.81666666666667,63.0625,26.94,3.1125,33.0,63.0625,Satisfactory
129,21.57,50.15,1.84,6.83,12.11,0.63,27.55,8.5375,2.3,35.95,62.6875,27.55,3.0275,31.5,62.6875,Satisfactory
130,21.45,52.01,1.43,7.05,12.36,0.61,27.96,8.8125,1.7875,35.75,65.0125,27.96,3.09,30.5,65.0125,Satisfactory
131,24.42,57.03,1.49,9.11,13.95,0.62,25.49,11.3875,1.8625,40.7,71.2875,25.49,3.4875,31.0,71.2875,Satisfactory
132,25.17,69.56,2.29,5.61,11.89,0.58,28.76,7.0125,2.8625,41.95,86.95,28.76,2.9725,28.999999999999996,86.95,Satisfactory
133,27.83,70.21,2.85,7.89,13.2,0.59,26.05,9.862499999999999,3.5625,46.38333333333333,87.76249999999999,26.05,3.3,29.5,87.76249999999999,Satisfactory
134,27.35,60.83,3.03,8.05,14.2,0.6,25.97,10.0625,3.7875,45.583333333333336,76.0375,25.97,3.55,30.0,76.0375,Satisfactory
135,26.57,58.71,3.13,7.73,14.43,0.61,30.69,9.662500000000001,3.9125,44.28333333333334,73.3875,30.69,3.6075,30.5,73.3875,Satisfactory
136,40.56,102.9,3.59,6.37,13.68,0.62,27.25,7.9625,4.4875,67.60000000000001,122.9,27.25,3.42,31.0,122.9,Moderately Polluted
137,29.21,65.82,3.23,7.09,13.49,0.63,27.31,8.8625,4.0375,48.68333333333334,82.27499999999999,27.31,3.3725,31.5,82.27499999999999,Satisfactory
138,24.63,66.61,3.0,6.56,13.19,0.62,27.21,8.2,3.75,41.05,83.2625,27.21,3.2975,31.0,83.2625,Satisfactory
139,19.96,49.0,3.76,7.79,13.59,0.66,28.97,9.7375,4.7,33.26666666666667,61.25,28.97,3.3975,33.0,61.25,Satisfactory
140,18.39,67.57,3.23,9.0,14.3,0.67,30.57,11.25,4.0375,30.650000000000002,84.46249999999999,30.57,3.575,33.5,84.46249999999999,Satisfactory
141,23.79,72.05,3.8,9.13,13.63,0.71,29.44,11.412500000000001,4.75,39.65,90.0625,29.44,3.4075,35.5,90.0625,Satisfactory
142,21.59,71.69,3.71,11.15,12.61,0.7,30.6,13.9375,4.6375,35.983333333333334,89.6125,30.6,3.1525,35.0,89.6125,Satisfactory
143,22.22,72.25,3.11,9.95,13.66,0.68,28.12,12.4375,3.8875,37.03333333333333,90.3125,28.12,3.415,34.0,90.3125,Satisfactory
144,18.28,58.02,3.0,9.31,12.9,0.65,28.54,11.637500000000001,3.75,30.46666666666667,72.525,28.54,3.225,32.5,72.525,Satisfactory
145,21.75,70.45,2.92,10.38,13.32,0.67,28.31,12.975000000000001,3.65,36.25,88.0625,28.31,3.33,33.5,88.0625,Satisfactory
146,23.32,74.94,2.72,7.18,13.16,0.65,25.3,8.975,3.4,38.86666666666667,93.675,25.3,3.29,32.5,93.675,Satisfactory
147,25.68,86.14,3.34,7.27,13.64,0.63,27.28,9.087499999999999,4.175,42.800000000000004,107.675,27.28,3.41,31.5,107.675,Moderately Polluted
148,24.73,80.56,2.34,9.06,12.87,0.61,26.65,11.325000000000001,2.925,41.21666666666667,100.7,26.65,3.2175,30.5,100.7,Moderately Polluted
149,16.64,64.29,2.07,6.41,11.65,0.58,20.08,8.0125,2.5874999999999995,27.733333333333334,80.36250000000001,20.08,2.9125,28.999999999999996,80.36250000000001,Satisfactory
150,17.68,47.38,2.11,5.62,11.84,0.55,22.31,7.025,2.6375,29.46666666666667,59.225,22.31,2.96,27.500000000000004,59.225,Satisfactory
151,18.34,56.0,1.97,6.01,11.22,0.52,25.99,7.512499999999999,2.4625,30.566666666666666,70.0,25.99,2.805,26.0,70.0,Satisfactory
152,21.87,82.1,2.58,6.87,11.45,0.56,31.25,8.5875,3.225,36.45,102.625,31.25,2.8625,28.000000000000004,102.625,Moderately Polluted
153,19.82,46.18,2.84,6.76,10.37,0.57,22.28,8.45,3.55,33.03333333333334,57.725,22.28,2.5925,28.499999999999996,57.725,Satisfactory
154,24.36,57.44,4.54,7.3,13.96,0.63,18.38,9.125,5.675,40.6,71.8,18.38,3.49,31.5,71.8,Satisfactory
155,18.48,51.71,4.35,6.11,11.81,0.57,13.56,7.6375,5.437499999999999,30.8,64.6375,13.56,2.9525,28.499999999999996,64.6375,Satisfactory
156,20.43,57.34,3.99,5.85,12.72,0.52,18.0,7.3125,4.9875,34.050000000000004,71.67500000000001,18.0,3.18,26.0,71.67500000000001,Satisfactory
157,16.34,36.15,4.03,5.67,11.95,0.51,19.79,7.0875,5.0375,27.233333333333334,45.1875,19.79,2.9875,25.5,45.1875,Good
158,16.76,36.96,4.13,5.7,11.04,0.49,18.94,7.125,5.1625,27.933333333333337,46.2,18.94,2.76,24.5,46.2,Good
159,16.19,33.73,4.12,5.72,10.82,0.48,12.73,7.1499999999999995,5.15,26.983333333333338,42.162499999999994,12.73,2.705,24.0,42.162499999999994,Good
160,22.32,40.56,3.68,5.62,11.93,0.42,19.91,7.025,4.6,37.2,50.7,19.91,2.9825,21.0,50.7,Satisfactory
161,24.31,64.0,3.3,5.4,10.4,0.39,21.31,6.75,4.125,40.516666666666666,80.0,21.31,2.6,19.5,80.0,Satisfactory
162,21.01,46.21,3.68,4.92,13.02,0.4,18.83,6.15,4.6,35.01666666666667,57.7625,18.83,3.255,20.0,57.7625,Satisfactory
163,28.5,63.57,4.29,5.05,13.53,0.36,22.64,6.3125,5.3625,47.5,79.4625,22.64,3.3825,18.0,79.4625,Satisfactory
164,22.7,37.8,3.01,4.89,10.77,0.34,15.39,6.1125,3.7625,37.833333333333336,47.24999999999999,15.39,2.6925,17.0,47.24999999999999,Good
165,23.56,41.99,2.68,4.95,12.31,0.29,17.65,6.1875,3.35,39.266666666666666,52.4875,17.65,3.0775,14.499999999999998,52.4875,Satisfactory
166,21.76,40.11,3.4,4.89,12.91,0.26,17.11,6.1125,4.25,36.26666666666667,50.1375,17.11,3.2275,13.0,50.1375,Satisfactory
167,30.02,67.96,3.11,5.29,12.98,0.22,18.66,6.6125,3.8875,50.03333333333333,84.94999999999999,18.66,3.245,11.0,84.94999999999999,Satisfactory
168,20.45,51.45,3.58,5.1,12.76,0.19,20.68,6.375,4.475,34.083333333333336,64.3125,20.68,3.19,9.5,64.3125,Satisfactory
169,13.47,30.34,3.63,5.03,14.01,0.17,20.6,6.2875000000000005,4.5375,22.450000000000003,37.925,20.6,3.5025,8.5,37.925,Good
170,20.98,49.27,3.39,5.13,12.9,0.14,20.33,6.4125,4.2375,34.96666666666667,61.5875,20.33,3.225,7.000000000000001,61.5875,Satisfactory
171,25.94,64.15,3.25,5.28,12.7,0.14,22.51,6.6000000000000005,4.0625,43.233333333333334,80.1875,22.51,3.175,7.000000000000001,80.1875,Satisfactory
172,20.7,55.35,2.76,5.34,11.87,0.13,19.0,6.675,3.45,34.5,69.1875,19.0,2.9675,6.5,69.1875,Satisfactory
173,16.56,42.32,2.87,5.47,12.45,0.14,21.02,6.8374999999999995,3.5875,27.599999999999998,52.9,21.02,3.1125,7.000000000000001,52.9,Satisfactory
174,19.55,48.13,2.49,5.78,11.8,0.13,20.25,7.2250000000000005,3.1125000000000003,32.583333333333336,60.1625,20.25,2.95,6.5,60.1625,Satisfactory
175,14.03,32.5,2.95,5.8,11.57,0.14,18.22,7.25,3.6875,23.383333333333333,40.625,18.22,2.8925,7.000000000000001,40.625,Good
176,23.14,45.62,3.7,5.73,11.24,0.14,20.17,7.1625000000000005,4.625,38.56666666666667,57.025,20.17,2.81,7.000000000000001,57.025,Satisfactory
177,29.6,67.22,2.93,5.77,12.12,0.12,19.92,7.2124999999999995,3.6625,49.333333333333336,84.025,19.92,3.03,6.0,84.025,Satisfactory
178,23.0,59.89,2.96,5.87,11.81,0.12,21.26,7.3375,3.7,38.333333333333336,74.8625,21.26,2.9525,6.0,74.8625,Satisfactory
179,21.71,55.73,2.31,5.86,11.77,0.12,21.73,7.325,2.8875,36.18333333333334,69.6625,21.73,2.9425,6.0,69.6625,Satisfactory
180,19.5,49.07,2.42,5.78,11.29,0.12,18.34,7.2250000000000005,3.025,32.5,61.3375,18.34,2.8225,6.0,61.3375,Satisfactory
181,16.47,42.03,2.55,5.73,13.56,0.13,16.39,7.1625000000000005,3.1874999999999996,27.45,52.5375,16.39,3.39,6.5,52.5375,Satisfactory
182,23.59,42.32,2.67,5.77,12.73,0.12,19.6,7.2124999999999995,3.3375,39.31666666666667,52.9,19.6,3.1825,6.0,52.9,Satisfactory
183,16.97,38.89,2.16,5.8,11.84,0.12,19.83,7.25,2.7,28.28333333333333,48.6125,19.83,2.96,6.0,48.6125,Good
184,34.58,65.71,1.96,6.27,10.27,0.12,20.09,7.8374999999999995,2.45,57.63333333333333,82.13749999999999,20.09,2.5675,6.0,82.13749999999999,Satisfactory
185,23.89,45.74,1.95,6.36,10.42,0.12,17.86,7.95,2.4375,39.81666666666667,57.175,17.86,2.605,6.0,57.175,Satisfactory
186,32.34,61.52,1.8,6.44,11.08,0.12,17.93,8.05,2.25,53.900000000000006,76.9,17.93,2.77,6.0,76.9,Satisfactory
187,21.4,40.7,1.65,6.05,11.89,0.12,13.53,7.5625,2.0625,35.666666666666664,50.87500000000001,13.53,2.9725,6.0,50.87500000000001,Satisfactory
188,21.78,41.45,1.53,5.8,15.41,0.12,12.78,7.25,1.9125,36.300000000000004,51.8125,12.78,3.8525,6.0,51.8125,Satisfactory
189,23.19,44.11,1.89,6.43,14.87,0.12,15.76,8.0375,2.3625,38.650000000000006,55.1375,15.76,3.7175,6.0,55.1375,Satisfactory
190,23.52,44.76,5.02,6.18,12.59,0.12,19.34,7.725,6.2749999999999995,39.2,55.95,19.34,3.1475,6.0,55.95,Satisfactory
191,15.11,34.16,5.98,5.72,12.05,0.12,20.96,7.1499999999999995,7.475,25.183333333333334,42.699999999999996,20.96,3.0125,6.0,42.699999999999996,Good
192,14.39,33.05,5.96,5.77,13.0,0.12,21.31,7.2124999999999995,7.45,23.983333333333334,41.31249999999999,21.31,3.25,6.0,41.31249999999999,Good
193,16.82,26.88,5.85,5.9,11.64,0.12,12.46,7.375,7.3125,28.033333333333335,33.6,12.46,2.91,6.0,33.6,Good
194,18.73,44.23,6.13,5.93,10.62,0.12,18.02,7.4125,7.6625,31.21666666666667,55.2875,18.02,2.655,6.0,55.2875,Satisfactory
195,23.4,48.77,6.7,5.8,11.76,0.12,22.6,7.25,8.375,39.0,60.9625,22.6,2.94,6.0,60.9625,Satisfactory
196,19.45,43.64,6.33,5.85,12.97,0.12,23.4,7.3125,7.9125,32.416666666666664,54.55,23.4,3.2425,6.0,54.55,Satisfactory
197,25.11,43.48,7.23,5.7,14.95,0.12,23.67,7.125,9.0375,41.85,54.35,23.67,3.7375,6.0,54.35,Satisfactory
198,20.46,29.11,6.65,5.76,16.58,0.12,22.53,7.199999999999999,8.3125,34.1,36.3875,22.53,4.145,6.0,36.3875,Good
199,16.19,28.77,5.74,6.02,14.64,0.12,25.3,7.5249999999999995,7.175,26.983333333333338,35.9625,25.3,3.66,6.0,35.9625,Good
200,18.34,36.96,6.74,6.44,15.29,0.12,24.4,8.05,8.425,30.566666666666666,46.2,24.4,3.8225,6.0,46.2,Good
201,18.98,41.77,5.85,6.58,14.01,0.12,23.86,8.225,7.3125,31.633333333333336,52.2125,23.86,3.5025,6.0,52.2125,Satisfactory
202,20.93,49.32,5.48,6.51,11.71,0.12,16.49,8.1375,6.85,34.88333333333333,61.65,16.49,2.9275,6.0,61.65,Satisfactory
203,23.13,58.52,6.58,6.57,10.73,0.12,21.79,8.2125,8.225,38.55,73.15,21.79,2.6825,6.0,73.15,Satisfactory
204,18.76,54.67,8.35,6.19,11.25,0.12,24.65,7.737500000000001,10.4375,31.26666666666667,68.3375,24.65,2.8125,6.0,68.3375,Satisfactory
205,26.79,77.71,7.58,6.18,12.92,0.12,17.1,7.725,9.475,44.65,97.13749999999999,17.1,3.23,6.0,97.13749999999999,Satisfactory
206,16.46,26.9,6.81,6.15,13.15,0.12,33.04,7.6875,8.5125,27.433333333333337,33.625,33.04,3.2875,6.0,33.625,Good
207,17.43,29.08,7.49,6.16,13.0,0.12,53.36,7.7,9.3625,29.05,36.35,53.36,3.25,6.0,53.36,Satisfactory
208,12.14,25.36,7.7,5.92,11.16,0.12,19.45,7.4,9.625,20.233333333333334,31.7,19.45,2.79,6.0,31.7,Good
209,19.2,38.94,6.28,6.0,10.72,0.12,20.12,7.5,7.85,32.0,48.675,20.12,2.68,6.0,48.675,Good
210,22.76,58.69,6.34,6.16,10.05,0.12,18.13,7.7,7.925,37.93333333333334,73.3625,18.13,2.5125,6.0,73.3625,Satisfactory
211,27.17,55.07,6.25,6.25,10.23,0.12,18.54,7.8125,7.8125,45.28333333333334,68.8375,18.54,2.5575,6.0,68.8375,Satisfactory
212,31.92,53.4,6.54,6.33,10.84,0.12,12.09,7.9125,8.175,53.2,66.75,12.09,2.71,6.0,66.75,Satisfactory
213,22.87,50.02,5.82,6.93,11.3,0.12,19.52,8.6625,7.275,38.11666666666667,62.525000000000006,19.52,2.825,6.0,62.525000000000006,Satisfactory
214,19.79,43.84,5.07,7.01,9.84,0.12,18.39,8.7625,6.3375,32.983333333333334,54.8,18.39,2.46,6.0,54.8,Satisfactory
215,13.88,31.92,4.71,6.98,10.81,0.12,20.18,8.725000000000001,5.8875,23.133333333333336,39.9,20.18,2.7025,6.0,39.9,Good
216,14.55,30.66,4.77,7.03,10.99,0.13,19.46,8.7875,5.9624999999999995,24.250000000000004,38.325,19.46,2.7475,6.5,38.325,Good
217,18.11,42.28,5.47,6.84,12.18,0.13,18.02,8.55,6.8375,30.183333333333334,52.85,18.02,3.045,6.5,52.85,Satisfactory
218,17.6,32.79,5.77,6.56,11.14,0.24,20.86,8.2,7.2125,29.333333333333336,40.9875,20.86,2.785,12.0,40.9875,Good
219,22.78,38.31,5.23,6.39,11.63,0.3,17.56,7.9875,6.5375,37.96666666666667,47.8875,17.56,2.9075,15.0,47.8875,Good
220,22.25,46.76,4.9,6.99,11.65,0.39,16.75,8.7375,6.125000000000001,37.083333333333336,58.45,16.75,2.9125,19.5,58.45,Satisfactory
221,19.53,30.09,5.2,6.79,11.59,0.43,14.18,8.4875,6.5,32.550000000000004,37.6125,14.18,2.8975,21.5,37.6125,Good
222,18.61,38.07,4.56,6.87,12.68,0.44,10.79,8.5875,5.699999999999999,31.016666666666666,47.5875,10.79,3.17,22.0,47.5875,Good
223,18.15,42.17,6.33,6.47,11.14,0.43,18.8,8.0875,7.9125,30.25,52.7125,18.8,2.785,21.5,52.7125,Satisfactory
224,10.86,22.83,6.75,6.62,11.12,0.38,17.06,8.275,8.4375,18.1,28.5375,17.06,2.78,19.0,28.5375,Good
225,9.52,19.04,18.77,6.2,10.15,0.4,12.24,7.75,23.4625,15.866666666666667,23.8,12.24,2.5375,20.0,23.8,Good
226,13.86,24.62,25.45,6.05,8.97,0.4,12.51,7.5625,31.8125,23.1,30.775,12.51,2.2425,20.0,31.8125,Good
227,13.35,31.45,11.99,6.72,11.48,0.37,11.9,8.4,14.9875,22.25,39.3125,11.9,2.87,18.5,39.3125,Good
228,13.01,30.72,11.77,6.77,10.54,0.37,9.93,8.462499999999999,14.7125,21.683333333333334,38.4,9.93,2.635,18.5,38.4,Good
229,16.86,33.53,11.96,6.51,9.88,0.37,13.07,8.1375,14.95,28.1,41.9125,13.07,2.47,18.5,41.9125,Good
230,13.51,26.26,11.59,6.17,11.3,0.34,9.43,7.7125,14.4875,22.516666666666666,32.825,9.43,2.825,17.0,32.825,Good
231,11.64,29.17,11.71,6.49,11.59,0.3,11.59,8.1125,14.6375,19.400000000000002,36.4625,11.59,2.8975,15.0,36.4625,Good
232,17.57,38.32,12.48,6.48,10.14,0.33,16.45,8.100000000000001,15.6,29.283333333333335,47.9,16.45,2.535,16.5,47.9,Good
233,18.26,31.46,11.83,4.78,10.12,0.35,11.68,5.9750000000000005,14.7875,30.433333333333337,39.325,11.68,2.53,17.5,39.325,Good
